FEN

rn1q1b1r/ppp1kBpp/3p4/4N3/8/2P5/PPP2PPP/R1Bb1RK1 w - - 0 1
3q1b1r/4kBpp/3p4/4N3/8/2N5/5PPP/6K1 w - - 0 1
1r1q1r1k/6pp/5p2/4N3/2B5/8/1PP5/2K4R w - - 0 1
6k1/6pn/6N1/8/8/5BP1/6KP/8 w - - 0 1
rn1qkbnr/ppp2ppp/8/8/4Np2/5b2/PPPPQ1PP/R1B1KB1R w KQkq - 0 1
5nkr/5ppp/8/3N4/8/8/5PPP/6K1 w - - 0 1
3qkb1r/3pn1pp/8/5N2/8/8/5PPP/4KB1R w - - 0 1
r1bqkb1r/pp1npppp/2p2n2/8/3PN3/8/PPP1QPPP/R1B1KBNR w KQkq - 0 1
r1bq2nr/pppnb1pp/3p1k2/7Q/4P3/8/PPP2PPP/RNB1K2R w KQ - 0 1
1k3br1/p1p2p1p/2P5/8/8/8/5P2/3R1K2 w - - 0 1
3B1r1k/5p1p/4b2N/8/8/4n3/6PP/3R3K w - - 0 1
5rk1/5p1p/5Bn1/8/6N1/8/7P/7K w - - 0 1
r3kb1r/1p3ppp/8/3np1B1/1p6/3B4/PP3PPP/R3K2R w KQkq - 0 1
5qk1/6np/8/5nN1/8/7Q/7P/7K w - - 0 1
6k1/6np/6N1/5N2/8/8/7P/7K w - - 0 1
r4r1k/5p1p/8/8/7B/8/7P/6RK w - - 0 1
6kr/4qp1p/5p1B/8/8/8/2P5/2KR4 w - - 0 1
6k1/5p1p/5p1B/8/8/r7/2PP3R/3KR3 w - - 0 1
5k2/3r1ppp/8/3Q4/8/8/PPP1R3/1K2R3 w - - 0 1
q2r3k/1pp2Q2/8/8/8/8/1P6/2KR4 w - - 0 1
5kr1/5p1p/5P1p/8/8/4B3/PP4r1/1K2R3 w - - 0 1
r1bq1knr/ppp3pp/2n5/3p3Q/3P1B2/2N5/PPP3PP/R4RK1 w - - 0 1
nkq1rr2/1bp1n1pp/p7/1pB1p3/8/2NBQ3/PPP2PPP/R4RK1 w - - 0 1
2r3r1/pp3p1k/1bn1qP2/3pN3/3R4/8/PPPQ2PP/2K2R2 w - - 0 1
r2qkr2/pbppP1pp/1p3B2/3P2b1/2P2p2/1P6/P4PPP/3RR1K1 w - - 0 1
r2q1rk1/pb1pqn1p/1b1Np1P1/2n1Bp2/7P/8/PPP1QP2/2KR2R1 w - - 0 1
8/3B1k2/2Pb3K/8/5p2/5q2/8/Q7 w - - 0 1
rr6/pk6/p3b1p1/P3Bp2/4nP2/4P2p/1K5P/2R4R w - - 0 1
4R3/6p1/4QpPk/3q1P1p/1p6/1P3P1K/2p5/3r4 w - - 0 1
1r6/k1p2p2/6p1/2N4p/1PNn2nP/5bP1/KP3P2/R7 w - - 0 1
1kb3r1/1p5p/1pp4Q/3p1pp1/3PqP2/2P3KP/1P4PB/R7 w - - 0 1
6kb/1p5p/1p5B/r1pK3P/P1B5/6n1/2P3P1/1R6 w - - 0 1
r2r1k2/1p4RR/p1b1pP2/2n5/8/2Np4/PP4PP/6K1 w - - 0 1
3r1bk1/1p6/p4Pp1/6N1/1P6/P2p3P/2r3P1/B2R2K1 w - - 0 1
r2q2kn/ppp2R1R/2np2p1/7p/2P4P/1PN3P1/P1BB1P2/6K1 w - - 0 1
3k1r2/6R1/p2N3p/Pp1P2bP/1Pn5/4pP1B/4K3/8 w - - 0 1
2kr3r/2pb3p/p4np1/1N1Pp3/4Pp2/7P/P1P2PP1/1R3RK1 w - - 0 1
r3k2r/pp1b3p/1qnP2P1/5pN1/2p1p3/2Q3P1/PPP2P1P/R4RK1 w - - 0 1
4r3/1p3p2/p1nq2kp/P3p1n1/1PBr4/5Q2/4NP1P/2R3RK w - - 0 1
r3r2k/2p4p/pp2b3/5p2/P2R2p1/1PB5/2P2PPP/3R2K1 w - - 0 1
4N1rb/1p2p3/2n1R1Pk/2P5/7K/3B4/8/8 w - - 0 1
r2q1rk1/1p5p/p1n1b1p1/3p1N2/8/1P6/PBPQ1PPP/R2R2K1 w - - 0 1
1kb3r1/5p2/1pP5/1P5p/3p2rP/B2P2P1/6K1/R3R3 w - - 0 1
5K1k/7b/8/8/pr6/2P5/1B4p1/7R w - - 0 1
4r3/7p/p5bP/6R1/k7/3p4/1KP5/3B4 w - - 0 1
5r2/7p/p5bP/6R1/k7/8/1KP2r2/3BB3 w - - 0 1
8/8/p5p1/q6p/kb1p1P1P/8/1KP2Q2/3B4 w - - 0 1
3R4/r4pk1/8/r4PP1/1p6/8/PKB5/8 w - - 0 1
4r3/p2nr1pp/1p1k1p2/n4P2/1KPP4/2N1P1P1/P5BP/1R2R3 w - - 0 1
2r2r2/p2b2p1/1p1p1k1p/2n2n1P/8/P1N5/BPP2P2/2K1R1R1 w - - 0 1
r5k1/2p4p/p3P1P1/8/5b2/1BB2P2/PP4rP/1K2R3 w - - 0 1
1kb3r1/2R2p2/1p2p3/pN2B2p/5nq1/8/PP1Q2P1/6K1 w - - 0 1
5n1r/7k/1p5p/p1p4P/P1B2p2/5P2/1P2R1P1/2K5 w - - 0 1
1r4n1/4Bk2/5P1p/5P2/2P5/p2K1B2/1p6/1R6 w - - 0 1
6R1/ppkb3p/2pb4/5p1q/8/1PN3P1/P1Q2PKP/4r3 w - - 0 1
5r2/p7/8/7R/1k6/1P3p2/PK6/8 w - - 0 1
8/p6r/P1RN2bk/7p/5K2/6P1/8/8 w - - 0 1
8/p5br/P1RN2bk/8/6P1/6K1/8/8 w - - 0 1
4r3/p3r3/k5b1/b5p1/2P2nP1/5Q1P/1P2B3/R4K2 w - - 0 1
5R2/1k6/7Q/1N6/2N5/4b1q1/8/5K2 w - - 0 1
